,users,ratings,shorts,times
436,嗯,3,"Full of stereotypes from last century. It’s true, but out of fashion, like those toys.",2020-04-18
437,时间与河流,1,不知道是无知还是愚蠢，白人脑袋亚洲脸仰着头来中国，“我们美国人最和底层人民打成一片，我们最看不起封锁而且我们认为丰富有悠久历史的中国菜那不叫菜，面包夹肉饼才是食物，我们美国人来就是解救你们（虽然我自己都没工作自己一团糟）反正我们眼里香港就是彩色的内地就是地狱，而且中国人根本不知道世界上的事因为没有谷歌，他们全是傻子连图也不会画，而且中国人还吃狗中国肉都是有毒，他们微信支付我们现金多牛啊”……小姐，知道什么是世界工厂吗？一个供应链，供应的还就是你来的那个国家，你一边享受着被剥削的廉价劳工生产的产品，还一边圣母来华要普及西方文明…这个导演的头脑、意识、眼界和才能比Lulu Wang差了不只一个档次，对于自己的族裔身份来源历史文化一无所知还洋洋自得，“我们假白人来了，中国人有救了！还不下跪！”,2020-08-12
438,李白煮酒,1,恶心,2020-11-15
439,墨墨粑粑,1,看过抖音影评，着实奇葩,2020-11-15
440,大麻不加糖,1,你认真的吗？？？？,2020-11-15
441,秃头贵妇人,1,居然是19年的片子？？？？？？？把中国拍得像80年代，令人作呕,2020-11-15
442,Underwaterx,1,这片还有5.1分就离谱,2020-11-07
443,厚背大砍刀,1,看评论之前真的没发现豆瓣上有这么多尬舔美国人的狗,2020-11-17
444,刘黑黑,1,请问这是什么洋垃圾！,2020-11-16
445,林,1,这算个什么的回到中国?里面的演员全都是东南亚就长相不说了。就算你发生在中国，也绝对不是深圳，小情人为女主老爸脱鞋子这种戏份似乎是没有被破过四旧的香港的传统啊。,2020-11-18
446,风吹鸡8蛋打颤,1,傻屌……,2020-11-17
447,655321,1,不能再高了，不仅污染眼睛，还污染脑子，脑子是个好东西，希望每个国家的人都有,2020-04-13
448,碎片,1,没看过，听说辱华，sabi,2020-11-15
449,Damon🚪,1,二分以上全部进宛平南路600号,2020-11-09
450,DZ520,1,台湾人拍的，你懂的,2020-11-16
451,东兰华琳,1,这部刚上映的时候豆瓣评分很高，现在在看评分就对了，豆瓣还是可以的。,2020-11-16
452,Bossalover,1,"""美丽""国迷之自信宣传片",2020-11-08
453,有一半是绅士,1,如果有0分，肯定0分没跑了，一个外国演员来中国秀什么优越感,2020-11-15
454,嗝多,3,怪了，深圳周边郊区的工厂应该是什么样呢？,2020-05-29
455,梦恩念,1,华裔美国人拍的片子，涉及中国都是丑化的，习惯了！为了讨好白人融入美国社会，作践自己的祖国，其实更让人看不起。中国站起来了，他们还跪着呢。,2020-11-15
456,斗爷,1,要是中国人拍部类似的说西方国家甚至是印度可能都会被喷出翔来 早负分了,2020-11-15
457,彼岸响马,1,看完了，感觉白白我的浪费时间。,2020-11-15
458,咸鱼废柴,1,什么鬼电影,2020-06-07
459,Triste,1,没有归属感可以，强行黑就没必要了,2020-11-17
460,Justin,2,虽然是亚裔，但导演对中国大陆是完全不了解啊,2020-04-11
461,jhlong,2,抛开中国还能看,2020-05-17
462,影子,1,别让一个杂种演中国人好吗,2020-11-17
463,萌苹果阿宝,1,烂,2020-11-16
464,铭坤同学,1,？？？,2020-11-15
465,angelkisslois,1,呵呵🙃垃圾,2020-11-09
466,YYF,1,不要脸,2020-11-16
467,華堅馮力士,2,唉......,2020-04-12
468,暖冬,1,充斥着偏见和傲慢的一部烂片，居然评分有4分,2020-11-15
469,草本少年,3,剧情比较俗套，戏剧冲突也不是很强烈，感觉没表达清重点,2020-04-20
470,浓烟下、,1,傲慢与偏见。,2020-11-16
471,Andy,1,这个香蕉人导演脑子里面都是.....,2020-11-15
472,编号223,3,轻松一笑，父女情总深。,2020-05-01
473,chishuideyu,1,为什么豆瓣没有0分,2020-11-15
474,今天尚未喝酒,1,就算有人觉得说这是刻板印象乃至于刻意抹黑是民粹 不论这个 单从剧情 选角和拍摄来看都是一部二十分以下的15年前网大水平而已  打2星以上的逻辑恕我无法理解,2020-11-16
475,魑魅魍魉,1,编剧是艾斯比吧,2020-11-18
476,珠宝定制💎Kent,1,垃圾,2020-11-14
477,俺不是小明,1,编剧和导演是个连手机都没有国都没出国的吧？,2020-11-16
478,dontstareatme,2,too much stereotypes,2020-04-20
479,大道寺知世,1,这玩意不打一星都对不起导演的丑国心,2020-11-16
480,vaka,1,s、b,2020-11-15
481,FiFi,1,想问问打一分以上的人真的觉得这片还过得去吗？呵呵😒,2020-11-18
482,政§⭐️,1,请大家尊重战忽局的工作，我刚从一个朋友那里打听到，现在战忽局从仅有的预算里拨钱拍电影向漂亮国展示我们多惨，大家都打低分这样电影总局以后可能就不再通过战忽局拍的片了,2020-11-17
483,zitaye,1,什么垃圾玩意,2020-11-15
484,Norton,1,"别回来了。
典型的美国人眼里的中国，笑死人了。",2020-11-15
485,flyer,3,很轻松搞笑的一部电影，衣食无忧的小型富二代被断粮草、体验生活、奋发图强的故事。香蕉人小妹儿从大洋彼岸回家后的各种不适让人忍俊不禁：地中海风罗马柱的老式精装修，若干同父异母姐弟妹外加“照顾小妈”的混搭家庭，打不开的某些网页和搜索引擎，家长制管理作风的流水线“中国工厂”，都很有笑点和亮点。现在的我们，硬件现代化的进程一日千里，但观念上仍被爹气十足的家庭和环境围绕，各个社会细胞中上座的那个人管东管西，有好多遗存的传统和“前现代”的生活方式烙印；但同时他们可能也有向往fashion、内心柔软、又肩挑责任的部分，就是这么一个混合的性格，在左右着我们的“组织文化”。那么，这样的代际与跨文化沟通，可能需要两边都多付出点努力，尽量用彼此听得懂的语言来讲话。毕竟，爱与真诚才能搭起连接两代人的桥。,2020-05-17
486,虎虎看书计划,1,我看过的所有电影中，只有这部我打了1星，真是后悔看了这么恶心的电影！,2020-11-08
